video_url,video_id,video_type,question_id,question_type,task_type,question,clips,answer,count_details
,95,tv,1137,E,Counting,How many photos are on the corkboard at the beginning of Kevin Li's performance?,"[0:00:55,0:01:51]",6,
,95,tv,1138,E,Enumeration,"In Ryland's performance, list the names written on the T-shirts of the friends who held the numbers chosen by the judges.","[0:22:32,0:22:35], [0:22:47,0:22:50], [0:23:00,0:23:05], [0:23:13,0:23:18]
","Mark, Om, Skyler, Jordan",
,95,tv,1139,F,Counting,"After Kevin Li revealed his childhood photos, how many people in the photos on the board are wearing hats?","[0:03:51,0:03:57]",1,simon
,95,tv,1140,F,Enumeration,"During Mandy Muden's performance, list all the items the judges held in their hands.","[0:15:04,0:15:23], [0:16:35,0:17:05], [0:16:48,0:16:51]","cards with Letter, Book, Dictionary, Pen, Paper",
,95,tv,1134,C,Enumeration,List all performer names mentioned by the judges or host.,"[0:00:05,0:00:07], [0:06:57,0:07:00], [0:07:18,0:07:19], [0:13:48,0:13:53], [0:20:27,0:20:28], [0:26:16,0:26:18]","Kevin Li, Brynn Cummings, Darci Lynne, Mandy Muden, Ryland, Magic Mike Jacobson",
https://www.youtube.com/watch?v=k2FIFQIYBvA,96,tv,1141,A,Counting,How many times in total has Jimmy Fallon fallen to the floor in surprise or run off stage?,"[0:08:39,0:08:47], [0:21:39,0:21:43], [0:26:40,0:26:47], [0:32:23,0:32:28]",4,
,96,tv,1142,A,Enumeration,"Throughout the entire video, please list all types of magic other than card tricks that David Blaine performed.","[0:01:03,0:01:08], [0:13:49,0:14:56], [0:27:47,0:27:51], [0:31:21,0:31:29]","Magic of spitting out frogs, magic of sewing the mouth shut, magic of driving nails into the hand, magic of passing a needle through the nose",
,96,tv,1143,B,Counting,"Out of the five cards Jimmy Fallon initially selected, how many cards were discarded until only the 7 of Hearts remained?","[0:03:59,0:04:37]",4,
,96,tv,1144,B,Enumeration,Please list the steps of David Blaine's mouth-sewing magic trick.,"[0:13:00,0:13:24],    
[0:13:53,0:16:22],   [0:16:30,0:16:56] ",Take the needle and thread out of the pocket → get a exact length of thread →  Pass the needle through the lower lip → Pass the needle through the upper lip → Sew the other side in the same way → tie the thread to closed the mouth,
,96,tv,1147,D,Counting,How many times were there scenes where a magician drank water or used a glass containing water?,"[0:00:34,0:01:45], [0:10:56,0:12:01], [0:20:18,0:20:22], [0:21:29,0:21:38], [0:29:53,0:31:16]",5,
,96,tv,1148,D,Enumeration,Please list all the types of hats that The Roots members were wearing.," [0:02:29,0:02:31], [0:12:06,0:12:08]","Fur hat, Fedora hat",
,96,tv,1149,E,Counting,What was the maximum number of people on stage during the frog-spitting magic trick?,"[0:01:11,0:01:15], [0:21:43,0:21:46]",5,
,96,tv,1150,E,Enumeration,Please list everything that was placed on the desk during Jimmy's magic trick of standing a nail on his hand.,"[0:24:21,0:24:31], [0:29:17,0:32:18]","glass of water, mug, glass bowl, box of nails, deck of cards, pen holder, pen",
,96,tv,1151,F,Counting,How many magic tricks did David Blaine perform while sitting at the talk seat in the latter half of the video (from 15 minutes onwards)?,"[0:22:22,0:28:28], [0:29:39,0:31:37], [0:32:15,0:32:22]",3,"card and pins magic trick,  Nail eating Trick, frog spitting trick"
,96,tv,1152,F,Enumeration,"Please list the characteristics of the clothing of the people who were on stage, excluding the magician and the host, within the first minute of the video.","[0:00:00,0:00:21]","Questlove: black blazer, black shirt, glasses, Tariq: wine red suit, gray turtleneck, sunglasses, gray fur hat, Kirk Douglas: dark suit, patterned shirt",
,96,tv,1145,C,Counting,How many times did loud screams and cheers erupt from the audience after the magician performed magic?,"[0:01:05,0:01:14], [0:04:38,0:04:43], [0:06:03,0:06:08], [0:08:34,0:08:39], [0:14:53,0:14:58], [0:19:50,0:19:55], [0:21:36,0:21:42], [0:28:29,0:28:33], [0:31:28,0:31:41], [0:32:16,0:32:21]",10,
,96,tv,1146,C,Enumeration,Please list all the names of the people David Blaine directly named as his magic opponents.,"[0:02:34,0:02:36], [0:06:31,0:06:33], [0:09:04,0:09:06], [0:12:12,0:12:15]","Jimmy, The Roots, Tariq, Questlove, Priyanka",
https://www.youtube.com/watch?v=W-BnDvXXfOs,97,tv,1153,A,Counting,How many times do the judges stand up and applaud during the performance?,"[0:07:40,0:07:45], [0:11:18,0:11:25], [0:16:34,0:16:37], [0:17:53,0:17:55], [0:21:12,0:21:17], [0:23:19,0:23:26],  [0:36:56,0:36:58], [0:39:29,0:39:34],  [0:43:00,0:43:04], [0:50:52,0:51:40],",10,
,97,tv,1154,A,Enumeration,Please list all forms of performance appearing in the video.,"[0:00:00,0:00:18], [0:02:41,0:02:45], [0:29:47,0:29:52]","singing, dance, musical instrument performance , rap",
,97,tv,1156,B,Enumeration,"In what order did the performance by the four judges, starting from 22:42, begin singing?","[0:22:42,0:23:12]",It starts with a judge in a blue velvet suit → and All three judges begin singing together at the same time,
,97,tv,1159,D,Counting,How many judges wearing hats will appear?,"[0:04:47,0:04:49], [0:51:42,0:51:45], [0:57:51,0:57:54]
",3,
,97,tv,1160,D,Enumeration,Please list all types of string instruments played on the stage throughout the entire video.,"[0:22:40,0:22:42], [0:29:01,0:29:07]","Guitar, Harp",
,97,tv,1161,E,Counting,What is the total number of musicians on stage in the 0:19 scene?,"[0:00:18,0:00:19]",10,
,97,tv,1162,E,Enumeration,Please list the types of background footage displayed on the screen behind the stage between 2 minutes 34 seconds and 4 minutes 38 seconds.,"[0:02:42,0:02:46],
[0:03:28,0:03:31],
[0:03:41,0:04:08]","sea waves,mountains,sunset, cityscape,song lyrics,galaxy",
,97,tv,1164,F,Enumeration,"Please list the outfits of the singers who sang solo parts in the first 'Havana' performance, in the order they sang.","[0:00:07,0:00:53]",Woman in a white puff-sleeve top and white pants → Man in a pink shirt and floral pants → Woman in a floral one-shoulder top and pants → Man in a black vest and white shirt,
,97,tv,1157,C,Counting,"How many times is the word ""Havana"" sung in the song starting from 0:07?","[0:00:07,0:02:33]",12,
,97,tv,1158,C,Enumeration,Please list the song titles he sang in the scene (4:38~) where the judges prompted Tom Jones to sing.,"[0:05:42,0:07:40]",I Won't Crumble with You If You Fall,
https://www.youtube.com/watch?v=qgJiXSkDhrY,98,tv,1165,A,Counting,How many men are confirmed to be fathers as a result of DNA testing?,"[0:07:36,0:07:39], [0:14:40,0:14:45], [0:26:54,0:27:01], [0:31:50,0:31:54], [0:45:07,0:45:10], [0:50:42,0:50:45],
[1:03:50,1:03:55]",7,
,98,tv,1166,A,Enumeration,List all the discoveries that led the women to suspect their partners of cheating.,"[0:46:58,0:47:04], [0:52:20,0:52:23], [0:53:23,0:53:25]","Condom, lace panties, scratches on the back, tooth, condom wrapper",
,98,tv,1167,B,Counting,How many items were determined to be true in the lie detector test Keisha took?,"[0:06:02,0:07:06]",4,
,98,tv,1168,B,Enumeration,List in order the events that led Arika to confront her boyfriend Michael on the show.,"[0:52:20,0:52:23], [0:52:42,0:52:44], [0:53:20,0:53:31],",Found an unfamiliar tooth in the house → Michael asked Arika's sister for a kiss → Found a used condom wrapper → Received a call from the other woman,
,98,tv,1171,D,Counting,How many women wearing yellow tops appear?,"[0:00:01,0:00:04], [0:46:32,0:46:35], [0:56:26,0:56:28]",3,"kesha,de'sha,monique"
,98,tv,1172,D,Enumeration,List all the shirt colors worn by the security guards who appeared to stop the brawl.,"[0:04:13,0:04:16], [0:12:44,0:12:47], [0:38:55,0:38:57], [0:42:48,0:42:51]",Light purple,
,98,tv,1173,E,Counting,What was the maximum number of people simultaneously seated in the guest seats on stage?,"[0:04:40,0:04:42], [0:12:31,0:12:33], [0:19:52,0:19:54], [0:26:25,0:26:27]",2,
,98,tv,1174,E,Enumeration,List all the different types of backgrounds used in the pre-recorded interview VTRs.,"[0:01:04,0:01:40], [0:09:22,0:09:24], [0:34:12,0:34:24], [0:48:34,0:48:52],","Red abstract background, gray wall with purple floral art, dark background with blue curtains and red lighting, purple brick wall, purple and pink diagonal stripe background, dark background",
,98,tv,1175,F,Counting,"How many times did the audience cheer after Desmond's ""I'm not the father"" haircut was first shown on screen?","[0:01:43,0:01:51]",2,
,98,tv,1176,F,Enumeration,List all the reactions shown by the men immediately after being declared fathers by DNA testing.,"[0:07:37,0:07:57], [0:14:41,0:14:52], [0:26:55,0:27:22], [0:31:51,0:32:00], [0:45:08,0:45:25], [0:50:43,0:50:57]","Running off stage and throwing a chair, attacking their partner and brawling with security guards, breaking down in tears and holding their head, running off stage, sitting down in disbelief and arguing with their wife, doing a dance of joy",
,98,tv,1169,C,Counting,How many times was it mentioned during the show that a lie detector test was conducted?,"[0:00:52,0:00:55], [0:05:55,0:05:56], [0:23:21,0:23:22], [0:27:26,0:27:27], [0:32:50,0:32:51], [0:37:45,0:37:46], [0:52:34,0:52:35], [0:55:07,0:55:09]",9,
,98,tv,1170,C,Enumeration,List all the derogatory terms used by the cast members to insult each other in the video.,"[0:01:14,0:01:15], [0:02:38,0:02:39], [0:09:51,0:09:52], [0:10:17,0:10:18], [0:33:12,0:33:13], [0:42:21,0:42:22]","nasty hoe,dump truck girl,bitch with passion,home wrecker,slut,disgusting pig,cheater,snitch,rat",
https://www.youtube.com/watch?v=vHlSoxg8WHo,99,tv,1177,A,Counting,"How many times did the host declare, ""You are not the father of that child!""?","[0:05:27,0:05:29],
[0:05:38,0:05:40], [0:11:32,0:11:34], [0:18:17,0:18:19], [0:18:25,0:18:27], [0:18:32,0:18:34], [0:23:55,0:23:57], [0:29:17,0:29:19], [0:37:29,0:37:31], [0:43:17,0:43:19], [0:54:11,0:54:13]",11,
,99,tv,1178,A,Enumeration,Please list all types of intense reactions shown by the women after hearing the DNA test results.,"[0:05:38,0:05:48], [0:11:33,0:11:42], [0:18:33,0:18:48], [0:23:57,0:24:02], [0:29:18,0:30:00], [0:37:30,0:37:41], [0:43:19,0:43:25], [0:54:12,0:54:21]","Running off stage, collapsing onto the floor or sofa, screaming, crying, starting a scuffle or fight, falling to their knees, covering their mouth in shock",
,99,tv,1179,B,Counting,"In the first Takara case, how many times did the host declare ""not the father"" from the moment he took the DNA test results out of the envelope until she ran off stage?","[0:05:10,0:05:39]",2,
,99,tv,1180,B,Enumeration,"In the first Takara case, please list the events in order from when she confessed her secret until she learned the DNA test results.","[0:00:24,0:00:45],  [0:00:55,0:01:48",Takara confesses to her sister Britney that she slept with her fiancé Raymond → Takara reveals she is pregnant and Raymond might be the father → Raymond appears on stage and apologizes → Takara confesses to her boyfriend Jason that she cheated with her cousin Raymond and the child might not be his → Jason runs off stage → The host suggests a DNA test be AT done at a later date,
,99,tv,1183,D,Counting,How many times is the scene shown where the host is holding a brown envelope containing the DNA test results?,"[0:05:10,0:05:22], [0:11:18,0:11:26], [0:18:05,0:18:12], [0:23:41,0:23:48], [0:28:27,0:28:34], [0:37:13,0:37:20], [0:43:08,0:43:15], [0:53:48,0:53:55]",8,
,99,tv,1184,D,Enumeration,Please list all the colors of the chairs where the female guests who requested DNA tests were sitting.,"[0:04:40,0:04:42], [0:12:49,0:12:51]","Beige, Light blue",
,99,tv,1185,E,Counting,"In the 4:40 scene, what is the total number of monitor screens installed on the stage?","[0:04:39,0:04:46]",1,
,99,tv,1186,E,Enumeration,Please list everything placed on the host's desk.,"[0:01:28,0:01:30], [0:04:45,0:04:47]","Tissue box, Paper,mic",
,99,tv,1187,F,Counting,"In the first half of the show (up to 15 minutes), how many people ran backstage after the DNA test result was declared ""not the father""?","[0:05:37,0:05:41]",3,
,99,tv,1188,F,Enumeration,"In the second half of the show (after 15 minutes), please list all the names of the people who were on stage wearing red or purple clothes when the DNA test results were announced.","[0:18:17,0:18:20], [0:23:54,0:23:57], [0:29:16,0:29:19], [0:54:10,0:54:13]","John,Pam, Tom,  Yvette",
,99,tv,1181,C,Counting,How many times did the beep sound (censorship beep) occur throughout the video to cover up inappropriate remarks?,"[0:00:45,0:01:02],   [0:02:56,0:03:06],  
[0:05:19,0:05:22],  
[0:16:32,0:16:34],   
[0:19:55,0:19:56],  
[0:26:44,0:26:45],  
[0:27:29,0:27:34],  
[0:28:23,0:28:26],  
[0:28:40,0:28:41],  
[0:29:24,0:29:25],  
[0:29:06,0:29:07],  [0:54:14,0:54:25],  
[0:54:34,0:54:37]  ",30,
,99,tv,1182,C,Enumeration,Please list all the names of the men mentioned by the host as parties to the DNA test.,"[0:01:32,0:01:33], [0:06:41,0:06:42], [0:13:20,0:13:27], [0:19:42,0:19:43], [0:25:13,0:25:13], [0:35:29,0:35:30], [0:38:11,0:38:12], [0:48:54,0:48:55]","Jason, Raymond, Mario, Vincent, Andre, John, Chris, Tom, Shawn, Diamond",
,100,tv,1190,A,Enumeration,Please list all types of horror or monster-themed characters that appeared in the video.,"[0:00:20,0:00:21], [0:02:32,0:02:33], [0:09:24,0:09:25], [0:14:50,0:14:51], [0:27:52,0:27:53], [0:31:45,0:31:46], [0:53:23,0:53:24], [0:37:05,0:37:06]","Zombie, Wizard, Clown, Witch, Skeleton, Phantom, Alien, Joker",
,100,tv,1191,B,Counting,"In the magic trick where a box was placed on the judge's head, how many preparatory steps did the magician take with the judge before setting the box on fire?","[0:05:00,0:05:04], [0:05:21,0:05:28], [0:05:41,0:05:43], [0:05:51,0:05:54], [0:06:05,0:06:27]",5,"1)head covered
2)and filled with Lighter fluid
3)a wooden board place to his neck
4)The red box was placed over the covered head.
5)and lit two pieces of match and dropped them into the red box"
,100,tv,1192,B,Enumeration,Please list the steps of the apple magic trick performed by the witch for the two female judges.,"[0:15:56,0:16:04], [0:16:46,0:17:18]",Have a judge choose an apple → Have another judge hold two apples → Have the first judge choose one → The other judge bites the chosen apple → A large number of worms come out of the apple,
,100,tv,1195,D,Counting,How many performers appeared with such extensive makeup that their own faces were unrecognizable?,"[0:00:21,0:00:22], [0:02:32,0:02:33], [0:09:24,0:09:25], [0:14:50,0:14:51],  [0:27:52,0:27:53], [0:29:43,0:29:44], 
[0:51:58,0:52:00]",8,
,100,tv,1196,D,Enumeration,Please list all the colors of the buzzers on the judges' panel that appeared in the video.,"[0:00:07,0:00:08]","Red, Gold",
,100,tv,1197,E,Counting,"In any of the acts, what was the maximum number of performers simultaneously on stage?","[0:37:03,0:37:04]",36,
,100,tv,1198,E,Enumeration,Please list all the tools used in the dangerous performances.,"[0:20:30,0:20:31], [0:16:50,0:16:51], [0:06:25,0:06:26], [0:05:13,0:05:14], [0:24:44,0:24:45], [0:23:21,0:23:22], [0:04:46,0:04:53], [0:50:20,0:50:21], [0:50:50,0:50:51]","Sword, Drill, Fire, Lighter fluid, Hook, Chain, Box with shackles, Cage, Spear",
,100,tv,1199,F,Counting,What was the total number of times the judges left their seats and went up on stage during the performances?,"[0:04:21,0:04:26], [0:11:30,0:11:34],  [0:22:51,0:22:54], [0:32:21,0:32:28]",4,
,100,tv,1200,F,Enumeration,Please list all performances where judges directly participated in the act on stage.,"[0:04:21,0:07:38], [0:11:30,0:13:37]], [0:22:51,0:24:03], [0:32:21,0:35:42]","Miki Dark, Auzzy Blood, Andrew Stanton, The Phantom",
,100,tv,1193,C,Counting,What was the total number of times the judges pressed the buzzer to indicate failure?,"[0:32:09,0:32:11]",1,
,100,tv,1194,C,Enumeration,Please list all lines spoken by the judges or hosts that expressed surprise or fear.,"[0:00:04,0:00:05], [0:00:12,0:00:13], [0:02:26,0:02:27], [0:02:49,0:02:50], [0:04:55,0:04:56], [0:18:20,0:18:21], [0:24:10,0:24:11],
[0:24:23,0:24:24]","Oh my god!, Get the hell out of here!, Wow!, He scares me, No no no no no, That was horrific, What's the matter with him? oh,Oh my gosh.",
https://www.youtube.com/watch?v=JTa_Ue2MSwc,101,tv,1201,A,Counting,How many physical brawls occurred between the cast members in the entire video?,"[0:03:19,0:03:40],  [0:04:14,0:04:25], 
[0:04:42,0:04:46],  0:14:03,0:14:12],   [0:24:45,0:24:52],   [0:32:28,0:32:33],
[0:32:48,0:32:50]",8,
,101,tv,1202,A,Enumeration,List the main themes of the conflicts featured in this show.,"[0:00:07,0:00:16], [0:08:19,0:08:31], [0:19:51,0:20:08], [0:27:07,0:27:26], [0:34:45,0:34:52]","Dog custody battle and infidelity with an ex-roommate, love triangle between an online lover and a real-life lover, infidelity between a lover and their colleague, infidelity between a lover and a stripper, infidelity between a lover and a high school friend",
,101,tv,1203,B,Counting,"In the first story, how many reasons did Sierra give for kicking out her ex-roommate?","[0:00:51,0:00:55]",1,
,101,tv,1204,B,Enumeration,List the sequence of events leading up to Dominique meeting her online lover Brian for the first time.,"[0:08:38,0:08:57],
[0:11:44,0:11:53]",Receives a DM from Brian on Facebook → Confirms his identity via video chat → Starts texting and talking on the phone daily → Promises to remain friends until they meet in person → Meets for the first time on the show,
,101,tv,1207,D,Counting,How many guests wearing red clothing appeared on stage?,"[0:11:39,0:11:42],  [0:36:19,0:36:22]",2,
,101,tv,1208,D,Enumeration,List all the hair colors of the female guests who got into a brawl on stage.,"[0:03:21,0:03:29], [0:14:03,0:14:08], [0:24:45,0:24:50], [0:32:28,0:32:33]","Pink and blonde, Blonde, Black with blonde highlights, Brown, Reddish brown, Dark brown",
,101,tv,1209,E,Counting,What was the maximum number of security guards who appeared on stage simultaneously to stop the brawl?,"[0:14:05,0:14:10], [0:32:29,0:32:33]",3,
,101,tv,1210,E,Enumeration,List all the items that cast members threw or took off on stage.,"[0:02:06,0:02:10], [0:04:42,0:04:44], [0:21:57,0:21:59]","Shoes, Water, flower petals",
,101,tv,1211,F,Counting,"In the latter half of the show (after 15 minutes), how many times did a brawl involving 3 or more people simultaneously occur on stage?","
[0:32:48,0:32:52]",1,
,101,tv,1212,F,Enumeration,"In the first story (dog custody issue), list the attire of each person who was ultimately on stage.","[0:05:29,0:05:32], [0:07:10,0:07:13]","Sierra: Silver sequin mini dress, barefoot, Kindall: Black tank top, purple shiny mini skirt, black thigh-high stockings, barefoot, David: Black zip-up sweater, white collared shirt, dark pants, Gracie: Black V-neck mini dress, black choker, black ankle boots",
,101,tv,1205,C,Counting,"How many times did the audience chant ""Jerry! Jerry!""?","[0:03:28,0:03:31], [0:04:21,0:04:25], [0:08:10,0:08:13], [0:14:17,0:14:25], [0:24:55,0:25:00], [0:32:35,0:32:40]",6,
,101,tv,1206,C,Enumeration,"List all the names of the guests Jerry Springer called to the stage, in order of appearance.","[0:00:06,0:00:07], [0:01:58,0:02:00], [0:05:23,0:05:24], [0:07:02,0:07:03],  [0:11:36,0:11:38], [0:13:48,0:13:49], [0:19:56,0:19:57], [0:22:38,0:22:40], [0:24:39,0:24:41], [0:26:56,0:26:58], [0:28:31,0:28:33], [0:31:13,0:31:14], [0:34:40,0:34:41], [0:36:16,0:36:17], [0:37:38,0:37:39]","Sierra, Kindall, David, Gracie, Brian, Alexis, Serinah, Adrian, Didi, Mia, Austin, Roxana, Larissa, Preshus, Tony",
https://www.youtube.com/watch?v=20lTg3yUrO4,102,tv,1213,A,Counting,"How many disasters of fire, flood, and avalanche were reported in this news broadcast?","[0:03:31,0:03:37], [0:53:13,0:53:38], ",2,"fire disaster,flood disaster"
,102,tv,1214,A,Enumeration,Please list all the UEFA Europa League quarter-final match results reported in the sports news.,"[0:57:28,0:57:36]","AC Milan 0-1 Roma, Leverkusen 2-0 West Ham, Benfica 2-1 Marseille, Liverpool 0-3 Atalanta",
,102,tv,1215,B,Counting,"In the commercial starting at 15:46, how many life events were depicted leading up to the couple painting the walls of their new home?","
[0:15:47,0:16:18],  ",4,"proposal,wedding,buy new house, having a baby"
,102,tv,1216,B,Enumeration,"In the hospital commercial starting at 17:15, please list the flow of medical services a patient receives from beginning to end.","[0:17:15,0:17:25],   [0:17:32,0:17:35], [0:17:41,0:17:48], [0:17:48,0:18:01]",Reception/Check-in → Diagnostics (Imaging/Lab tests) → Treatment/Surgery → Consultation with a doctor →  Recovery/Discharge,
,102,tv,1219,D,Counting,How many anchors appear in the main news studio?,"[0:00:42,0:00:48], 
[0:41:15,0:41:24], [0:44:58,0:45:03], [0:55:41,0:55:43]",4,
,102,tv,1220,D,Enumeration,Please list all the names of the politicians/celebrities wearing hats who appeared on screen.,"[0:04:07,0:04:18], [0:06:34,0:06:36], [0:21:25,0:21:29], [0:31:15,0:31:18], [0:46:12,0:46:15], [0:46:53,0:46:56]","Babajide Sanwo-Olu, Peter Odili, Adebayo Adelabu, Ogbonnaya Onu, Samad Rabiu, Mele Kyari",
,102,tv,1221,E,Counting,"In the military scene from 35:03, how many military vehicles are visible on screen?","[0:35:03,0:35:11]",5,
,102,tv,1222,E,Enumeration,"In the Young Professionals Conference scene from 41:25, please list all the names of the panelists sitting on the stage.","[0:42:52,0:42:55]","Bode, Ifediwa, Emmanuel",
,102,tv,1223,F,Counting,"How many times did the ""NEWS at 10"" logo appear on the news studio's background screen within 2 minutes of the program's start?","[0:00:23,0:00:26], 
[0:00:38,0:00:50],
[0:01:15,0:01:18],",4,
,102,tv,1224,F,Enumeration,"In the report on Rivers State politics, please list the scenes showing large crowds of supporters outdoors in chronological order.","[0:01:20,0:01:24], [0:06:33,0:07:03],  [0:09:33,0:09:52]",Headline montage showing a crowd → Dignitaries on stage with supporters → Various shots of women's groups in the crowd → Peter Odili speaking to a large crowd → Wide shots of a large crowd under a tent,
,102,tv,1217,C,Counting,"In the news about the Minister of Power's apology starting at 21:39, how many times did the minister himself say the word ""sorry""?","[0:22:46,0:22:48]",1,
,102,tv,1218,C,Enumeration,"Please list the fundamental problems facing the power sector, as cited by the TV analyst starting at 26:33.","[0:27:03,0:27:38]","Problematic privatization sale, Lack of technical competence of buyers, Lack of financial muscle of buyers, Liquidity crisis in the sector, Lack of cash flow to encourage investment",
https://www.youtube.com/watch?v=vqFD3cOWdK4,103,sport,1225,A,Counting,How many shots did Chelsea take in total?,"[0:00:59,0:01:01], [0:03:55,0:03:57], [0:04:44,0:04:47], [0:44:47,0:44:50], [0:52:17,0:52:18], [1:10:15,1:10:17], [1:17:14,1:17:15], [1:27:36,1:27:38], [1:35:11,1:35:12]",9,
,103,sport,1226,A,Enumeration,List all types of fouls committed by Brighton in this match.,"[0:13:04,0:13:07], [0:20:19,0:20:21], [0:26:50,0:26:52], [0:47:13,0:47:15]","tackling inappropriately, charging an Opponent",
,103,sport,1227,B,Counting,"In Chelsea's corner kick play starting at 4:40, how many times did a Chelsea player touch the ball before the goal was scored?","[0:04:40,0:04:48]",3,
,103,sport,1228,B,Enumeration,List the flow of attack leading to Brighton's goal at 11:15.,"[0:11:13,0:11:16], [0:11:16,0:11:18]",Lamptey crosses from the right side -> lapmtey passed the ball to a player in top right outside of goal area then passes to Lallana -> Lallana scores with a header,
,103,sport,1231,D,Counting,How many times did player number 20 (Palmer) touch the ball?,"[0:03:55,0:03:58], [0:04:31,0:04:48], [0:28:25,0:28:27], [0:29:03,0:29:04], [0:30:07,0:30:15], [0:30:28,0:30:29], [0:44:23,0:44:24], [0:56:57,0:56:59], [1:03:16,1:03:19], [1:05:41,1:05:42], [1:05:54,1:05:56], [1:09:47,1:09:53], [1:12:52,1:12:53], [1:16:16,1:16:19], [1:17:03,1:17:05], [1:17:13,1:17:14], [1:20:22,1:22:24], [1:23:40,1:23:42], [1:27:09,1:27:11], [1:35:45,1:35:54]",20,
,103,sport,1232,D,Enumeration,List the jersey numbers of Brighton's starting members at the start of the match.,"[0:00:03,0:00:15], [0:11:13,0:11:18], [0:33:21,0:33:23]","1, 2, 5, 14, 17, 18, 20, 22, 29, 34, 41",
,103,sport,1233,E,Counting,What was the maximum number of players in the penalty area during a corner kick?,"[0:29:03,0:29:05], [0:44:00,0:44:02]",16,
,103,sport,1234,E,Enumeration,"In Chelsea's goal scene at 4:48, list all jersey numbers of Brighton players who were in the penalty area.","[0:04:47,0:04:49]","1, 5, 14, 17, 20, 22, 29, 34, 41",
,103,sport,1235,F,Counting,How many shots did Chelsea take from outside the penalty area in the second half?,"[0:49:09,0:49:11]",0,
,103,sport,1236,F,Enumeration,"List the plays that occurred inside Brighton's penalty area during first-half additional time, in chronological order.","[0:45:11,0:45:13], [0:46:25,0:46:28], [0:52:10,0:52:19]",Chelsea's free kick -> Brighton's clearance -> Chelsea's cross -> Chelsea's header -> Brighton's clearance -> Chelsea's pass inside the penalty area -> Chelsea's shot,
,103,sport,1229,C,Counting,How many times did the referee blow the whistle during the match?,"[0:00:01,0:00:03], [0:13:06,0:13:07], [0:20:20,0:20:21], [0:24:03,0:24:04], [0:26:51,0:26:52], [0:39:39,0:39:40], [0:47:14,0:47:15], [1:11:44,1:11:45], [1:13:54,1:13:55], [1:17:19,1:17:20], [1:22:17,1:22:18], [1:31:24,1:31:25], [1:34:43,1:34:44], [1:35:13,1:35:14], [1:36:31,1:36:32], [1:38:02,1:38:35]",16,
,103,sport,1230,C,Enumeration,List all team names mentioned in the live commentary.,"[0:00:22,0:00:23], [0:00:51,0:00:52], [0:01:31,0:01:32], [0:03:18,0:03:19], [0:02:52,0:02:53], [0:09:16,0:09:17], [0:10:46,0:10:47], [0:24:37,0:24:38], [0:19:13,0:19:14], [0:56:36,0:56:37], [0:56:13,0:56:14], [0:53:38,0:53:39], [0:10:02,0:10:03]","Brighton, Chelsea, Leicester City, West Ham, Middlesbrough, Crystal Palace, Manchester City, Manchester United, Spurs, Liverpool, Ipswich, Bradford, Morecambe",
https://www.youtube.com/watch?v=y_e_9la1wc4,104,sport,1237,A,Counting,How many times did a wrestler break through a table during the entire match?,"[0:36:17,0:36:21],  [0:39:21,0:39:24], [0:48:02,0:48:04], [0:46:09,0:46:11]",4,
,104,sport,1238,A,Enumeration,List all the weapons used during the match.,"[0:19:03,0:19:08], [0:23:14,0:23:18], [0:29:58,0:30:01], [0:37:20,0:37:23]","Table, Kendo stick, Chair, Leather strap",
,104,sport,1239,B,Counting,How many Superkicks did Jey Uso deliver before hitting Roman Reigns with a Spear and attempting a pinfall?,"[0:29:00,0:29:03]",1,
,104,sport,1240,B,Enumeration,List Jimmy Uso's actions in order until he betrayed Jey Uso.,"[0:46:47,0:46:01], [0:47:35,0:47:41], ",Drag Jey out from under the ring → Take off his mask to reveal his identity → Deliver a Superkick to Jey → Throw Jey back into the ring,
,104,sport,1243,D,Counting,"How many times were fans in the audience shown holding up signs that read ""Ucey""?","[0:01:29,0:01:32], [0:05:43,0:05:46]",2,
,104,sport,1244,D,Enumeration,"List all individuals, other than Paul Heyman, who interfered in the match.","[0:38:49,0:38:52], [0:46:47,0:46:50]","Solo Sikoa, Jimmy Uso",
,104,sport,1245,E,Counting,"What was the maximum number of people (wrestlers, referees, managers) simultaneously present in the ring?","[0:08:55,0:09:00], ",5,
,104,sport,1246,E,Enumeration,List all the items Jey Uso retrieved from under the ring.,"[0:19:03,0:19:08], [0:31:08,0:31:18], [0:37:20,0:37:27]","Table, Chair, Leather strap",
,104,sport,1248,F,Enumeration,List all the attacks Solo Sikoa performed from the moment he entered the ring until he exited the ring.,"[0:41:17,0:41:19], [0:42:06,0:43:32,",Spinning Solo inside the ring → Attempt a tag team move with Roman,
,104,sport,1241,C,Counting,What was the total number of times the referee counted a pinfall?,"[0:21:41,0:21:43], [0:27:37,0:27:39], [0:29:11,0:29:14], [0:33:08,0:33:12], [0:42:22,0:42:27], [0:46:44,0:46:47], [0:48:12,0:48:16]",7,
,104,sport,1242,C,Enumeration,List all the names the commentators used when referring to Roman Reigns.,"[0:03:22,0:03:24], [0:04:26,0:04:30], [0:06:06,0:06:08], [0:33:13,0:33:14], [0:35:41,0:35:42]","Roman Reigns, The Ula Fala, The Tribal Chief, The Head of the Table, The Undisputed WWE Universal Champion, The Champ, The Champion",
https://www.youtube.com/watch?v=8OMqAFg24MM,105,sport,1249,A,Counting,"In this match, how many times did The Rock climb the corner post and appeal to the audience?","[0:10:40,0:10:44], [0:11:05,0:11:08], [0:11:29,0:11:36]",3,
